,a,b,c,d,e
1.505,6.404235357,5.598002723,1.908285706,9.180082335,4.459448987
1.506,8.231687612,6.863925356,0.296519319,3.81926039,3.867673888
1.507,2.47239529,8.299022399,8.539267773,6.109701956,6.938301595
1.508,6.473710416,5.697136171,7.549299318,4.430920679,5.322897123
1.509,3.174650098,6.286030668,9.400544405,2.816084405,4.099582544
1.51,4.569497103,0.005895518,6.096777784,7.468795628,1.366138052
1.511,2.48203789,9.655260042,8.514139979,5.825558893,3.062905619
1.512,3.060503154,4.187630963,2.125159623,0.025785079,5.256424421
1.513,7.523643785,6.45524332,7.090755763,2.844347695,8.093796482
1.514,1.128060714,6.016780236,4.883742823,7.166806771,3.850013068
1.515,3.193280421,5.341047582,8.41551903,0.891032537,7.784917894
1.516,8.615216865,4.968555743,5.607973512,6.026253389,2.602310771
1.517,2.817359434,0.022278781,7.319047506,6.416113963,1.610241308
1.518,1.151280489,6.89769849,8.748018533,2.559159249,3.818006097
1.519,2.877991632,6.029556576,5.735020291,4.185598801,3.611800787
1.52,0.973730998,7.900907927,4.320731497,6.61602683,6.809645945
1.521,9.745223924,1.989496134,7.519779182,5.354194343,7.950270676
1.522,5.514994429,6.945410471,5.644583203,6.834999242,7.076114042
1.523,8.962084904,5.452945293,9.350605427,7.488441272,6.777817294
1.524,8.951766617,3.750186575,1.237266425,1.826502301,0.811183395
1.525,9.20566958,1.534334416,5.973381813,0.781223114,2.075434081
1.526,0.918087239,6.198134935,2.45671292,1.765915404,2.330110935
1.527,2.309668921,0.982473427,1.997578902,6.31970824,1.295989586
1.528,6.508066474,1.555060696,2.688577797,2.077993245,5.072870255
1.529,8.740798355,4.586793247,6.911091661,6.349801091,9.491844295
1.53,0.837198264,7.963282105,2.377074237,5.003727671,0.255573401
1.531,1.892707656,3.844167588,8.162264397,5.453579134,1.872540638
1.532,1.795972892,0.889815058,8.637887829,9.163619884,4.952845321
1.533,7.785475405,6.787616688,2.332759338,3.094908996,3.637386069
1.534,5.458174095,5.248707439,2.435567728,6.743724373,3.006871701
1.535,7.175915283,2.052327647,3.567026769,2.336912903,4.357220555
1.536,9.082052015,9.56123969,1.406600699,8.516371175,6.754928746
1.537,2.372524229,3.912559922,5.613665642,9.242320935,6.342755296
1.538,7.612304053,9.958531665,1.528953973,5.156359425,8.044537617
1.539,1.177118831,7.124067796,0.456077654,3.430927231,4.352645657
1.54,9.206014732,6.175843861,4.270813149,9.68494254,7.567523876
1.541,7.069972964,7.932883878,9.288121496,4.581080179,0.642494443
1.542,5.950253661,1.397149455,0.485279409,5.208398994,9.683755217
1.543,7.344380631,0.909882888,0.718105279,3.909570897,9.804042526
1.544,3.512113353,8.151059467,6.665508718,9.87926829,0.504429939
1.545,0.38048229,0.098854036,8.801492434,1.442166419,6.839481662
1.546,7.432242058,7.371191928,1.905488819,1.598116047,8.396754533
1.547,9.170155022,3.74709218,8.433931216,5.594882149,8.953846797
1.548,0.715306348,1.411311827,5.713836165,8.610421366,1.085686994
1.549,4.900297493,6.962743991,9.052454536,1.40124342,8.223743661
1.55,0.041184393,0.059901509,7.28127645,7.042028426,2.804763569
1.551,2.458827389,5.156312483,5.072957228,1.83589044,6.696126796
1.552,8.576982385,0.014797831,2.125472959,0.527539771,4.488432942
1.553,1.803147979,3.505979874,3.023502899,3.722774023,5.177880563
1.554,2.596898143,2.736655669,6.468997157,0.52657007,1.878947768
1.555,4.785857181,0.846288729,7.780380125,7.624136205,6.77754075
1.556,2.243867242,5.999241322,0.045864099,8.542609928,7.280281795
1.557,2.620511396,9.585018627,7.517147683,4.776529142,1.929328603
1.558,1.185899673,3.336937609,5.842061304,0.466390814,1.669143612
1.559,0.189233832,5.272230526,7.465326104,0.041753187,1.23045628
1.56,0.067051758,6.105513777,8.812407075,1.868693204,4.747562264
1.561,8.849391735,8.665992715,0.452225816,0.769298679,3.115851687
1.562,3.205039774,7.80473644,9.970476658,1.124671112,8.642498093
1.563,9.769290631,9.538391106,8.09766248,4.147363215,7.582090568
1.564,0.292909718,6.69173987,9.029643721,8.232301954,4.897356806
1.565,7.759828807,3.953614695,3.105549656,6.402630473,8.267977012
1.566,9.067420008,5.134403796,4.548190207,2.620009617,5.806052063
1.567,2.548120988,8.13191437,7.043076601,8.221379393,6.337911786
1.568,2.141290721,5.816631206,8.48545827,2.727153726,1.724365346
1.569,2.372972924,2.311453478,9.820262025,5.253991387,8.983425218
1.57,8.31288776,1.961476738,1.422290918,2.878019266,5.384577588
1.571,0.088492293,4.98198161,4.278238931,5.331033256,4.579842467
1.572,9.798298161,3.661137178,2.282560294,0.2714525,1.199097831
1.573,4.671313883,5.038678332,2.84593424,7.781615266,8.612773597
1.574,0.117397971,1.65341136,1.088868739,2.432115747,4.030510875
1.575,1.152315611,9.221397248,7.969035793,1.18840138,8.731439696
1.576,2.772696374,6.689822061,0.552471503,5.402609014,3.735523339
1.577,0.374409937,3.332116111,2.507331508,9.577647231,8.707380472
1.578,0.206941952,4.849677233,5.457902313,0.797315316,1.146520998
1.579,3.936530381,6.388653556,0.504049745,2.288438187,7.120393067
1.58,3.071554959,0.931742682,5.010719295,1.732429058,8.444303852
1.581,8.761221271,3.715445777,4.329910235,0.637814161,8.794334032
1.582,8.376112769,2.952264937,0.998544622,6.399326585,5.920797585
1.583,0.885155846,8.694627372,1.474468428,2.299875914,8.932675355
1.584,6.379002298,0.172489269,0.246718545,3.968361632,2.835865076
1.585,5.117569394,3.251733608,0.110704078,5.115521158,0.686859323
1.586,9.399128515,0.83858512,2.756127389,8.749143382,1.558779255
1.587,1.744286964,1.065912099,6.046427256,7.348680187,7.799094096
1.588,5.208980333,1.767588706,9.779859038,7.423804872,0.340137663
1.589,1.222836047,4.090072344,5.587199701,4.7569683,5.026903495
1.59,3.383067305,0.867912294,4.841015859,0.082010711,0.463920302
1.591,1.312432067,7.05730679,1.191538839,9.658989723,0.084562024
1.592,1.270434838,5.665128361,5.416544681,3.629084849,2.520109111
1.593,6.509957203,4.965620247,1.742384179,0.333428862,4.190991659
1.594,0.233550391,4.448220941,5.11725541,4.649999963,5.954599226
1.595,9.674502075,1.874938548,7.058730885,5.338887518,6.899800002
1.596,3.103389577,7.868883321,1.163840711,8.717452239,9.495150715
1.597,8.39611761,5.542049855,2.685002415,4.673086743,8.108677776
1.598,6.223119354,2.448651595,3.581913906,5.27031661,3.018977969
1.599,3.701336768,6.977151444,8.277567386,6.490666783,5.152276176
1.6,0.166599971,4.916565094,6.601777544,4.213340078,8.194191935
1.601,1.804716705,0.548865619,9.905177559,6.133825905,6.520787123
1.602,4.477017389,2.255924782,4.484671129,8.357721371,3.740985936
1.603,6.767781187,3.020033549,6.252497373,7.814491413,0.326535455
1.604,0.320668463,1.964240542,8.3056379,8.894111054,1.195327575
1.605,0.585419428,1.893540281,0.901531212,6.94587458,9.002028939
1.606,6.706197726,1.034335563,9.037675083,2.911421647,5.455917184
1.607,7.052766359,3.715399597,6.032195069,3.81215399,4.936453266
1.608,0.737934883,6.137190877,1.464895599,7.151014868,7.396898115
1.609,1.218217703,7.252892255,0.590470881,4.463710464,5.189991233
1.61,7.935613631,7.433277125,7.266822302,6.502117621,8.473157079
1.611,6.994550981,5.21347323,4.751060477,6.747000305,9.111972962
1.612,6.25041908,9.783445312,8.31690337,0.897983717,8.010050551
1.613,1.007945791,0.658952683,0.983570835,5.872093291,1.783145223
1.614,8.569600955,2.905870136,7.355977771,9.196103859,5.193861138
1.615,1.450266997,0.296632675,3.895171847,0.03310885,9.149306891
1.616,9.8267497,2.324043769,6.393936451,0.599708054,3.094502666
1.617,2.486643604,6.175272158,8.626883994,2.988169553,0.441574862
1.618,3.959155036,1.19583666,1.722812714,5.061064397,0.879088619
1.619,9.055168221,4.205292386,6.462077257,0.539790562,6.804832247
1.62,7.138782345,9.649115739,9.932035284,5.119892528,8.594584425
1.621,6.948173314,8.575254873,8.012768712,0.51034013,1.275252971
1.622,0.415635714,8.192103719,4.257922021,1.658636885,9.970210134
1.623,9.827063285,6.929805143,9.151494533,3.028927203,6.79814504
1.624,5.49600444,8.006939595,5.382778901,5.117820641,9.219427524
1.625,2.201075593,2.092229301,8.287053526,5.14298611,1.460297737
1.626,7.402852453,3.191453653,1.964445467,4.525630189,6.26604194
1.627,0.2083179,2.741140554,6.355787215,4.85145575,3.828490265
1.628,8.205797855,6.057697485,0.990100932,4.061352638,9.816256653
1.629,0.8881101,0.302252734,0.054658165,0.482162493,0.253617327
1.63,6.936733645,2.183838157,4.736073785,8.435911773,5.927213426
1.631,5.21984837,0.591237523,6.580060296,8.191726083,2.869325767
1.632,3.333761929,5.068614752,1.492117995,5.131044849,6.177852588
1.633,4.304645753,5.033362526,4.367611985,4.014515087,7.012864964
1.634,4.297151217,5.26125989,9.933841719,5.625324176,3.54447235
1.635,4.960008784,2.639823455,6.941653325,5.253836174,6.572383426
1.636,1.05079414,9.216157404,0.353230646,8.380155984,8.174514632
1.637,8.003697905,9.782873597,9.461750091,3.455048711,6.516724796
1.638,3.713414405,7.726574915,7.226710388,5.868933997,9.58713249
1.639,9.214279261,7.004345414,3.510672839,4.785285783,9.622893364
1.64,0.903192873,3.936135512,2.060945978,8.812635655,5.355326308
1.641,0.770805525,0.570283479,8.252938656,0.147594379,8.073793726
1.642,4.32025507,7.100014189,9.841251205,6.867993454,8.663319586
1.643,8.002465824,7.362734264,9.941323784,7.494559031,6.566553104
1.644,6.076477326,1.889053765,9.665904682,5.99978746,6.146365237
1.645,0.058731935,3.597658342,1.791246064,4.335118906,6.002611214
1.646,2.021457096,2.171549249,8.174435398,1.179968674,4.472083425
1.647,5.252014101,7.269830088,6.545764105,9.121842352,6.319299026
1.648,2.598630155,4.34707342,9.981511292,2.876084322,8.714576448
1.649,4.435782135,4.355956722,0.49692106,0.976515917,2.387905659
1.65,3.602432497,5.442049562,3.525986574,1.065526401,9.867206764
1.651,7.084081776,1.845638258,6.736624707,1.464369774,7.636375923
1.652,8.463447485,2.022124682,4.160196551,5.623164154,1.986591014
1.653,8.671522842,0.015984874,5.935845986,3.640392785,8.07223213
1.654,9.661550501,0.094690697,0.205423109,9.995892034,3.615210364
1.655,5.120823058,8.154500717,7.579260022,1.702259984,5.089317542
1.656,6.687649039,1.209463716,9.790279843,1.349975948,9.765466264
1.657,2.376063902,2.315818221,3.515009778,8.955337461,3.613009338
1.658,8.823125733,4.012585474,6.653270363,9.008522963,7.753275634
1.659,1.431715026,8.422243328,9.55517884,2.044530896,7.079853206
1.66,9.223140297,5.597326832,3.022269772,5.746078038,0.103343207
1.661,4.467546097,5.635344606,8.994687212,0.493829556,4.223486042
1.662,3.715209479,5.447566529,0.94118007,8.628785847,4.016975614
1.663,3.868180743,8.858430115,7.193982875,8.729813764,0.243419979
1.664,5.734733239,9.141225428,8.137974124,1.869472188,5.201723787
1.665,7.835804305,4.831790828,3.326266513,1.008405731,8.660893319
1.666,6.155699449,3.568210079,4.997801391,8.055895672,5.424325906
1.667,7.646902549,8.612747859,9.782260322,3.893939526,5.823777503
1.668,5.966976151,3.933308808,0.99514303,9.446789177,3.605227426
1.669,3.669729695,3.148521834,4.006358545,4.922080517,0.241390927
1.67,4.429959173,8.866625145,7.972242196,5.182301419,6.901529831
1.671,3.141201291,6.925960744,6.383917199,4.780156198,3.477584431
1.672,7.80309066,4.276630376,0.13010745,7.060988091,6.98790407
1.673,0.042137991,3.453643843,6.889878577,2.993414616,7.320057153
1.674,1.076810202,6.082109048,0.543226479,9.159807893,2.226665184
1.675,8.375145883,7.763371802,3.303120637,8.7076761,8.919109604
1.676,1.913697644,7.65071906,1.547400008,0.003718152,8.463762905
1.677,2.016397832,5.74138347,5.554742327,4.096529743,5.785514922
1.678,5.374927618,2.610988141,1.371113907,0.535497425,4.15255776
1.679,4.107198078,7.215614537,4.918026749,4.35650871,7.38459968
1.68,2.688766444,6.689623704,6.146816173,7.041024987,7.027804394
1.681,8.094311556,4.593071937,5.386821849,9.831678707,7.549747667
1.682,5.535260028,9.15446945,7.127684949,0.091635983,1.546407227
1.683,9.387659959,6.188995666,1.310371093,6.921208495,0.876898767
1.684,4.349008797,3.252157909,8.766036883,9.642601595,7.780539545
1.685,3.158449306,5.29401573,3.451111402,8.293631108,8.065816736
1.686,5.646505212,6.793055155,2.675149267,3.033242056,7.784279617
1.687,6.890248657,0.698143268,1.336943125,9.308966309,8.630977671
1.688,4.168230342,7.414751341,4.254124533,3.218620584,2.318214126
1.689,5.420474293,2.362767592,3.199136896,2.963650683,9.422594998
1.69,1.129293285,1.157040784,6.697413139,5.66802325,7.911761297
1.691,1.427594,2.289438763,8.133609419,2.177737473,1.915327651
1.692,3.895769739,6.682606255,1.984377214,4.370188735,9.726610879
1.693,9.066977815,7.855029545,0.267787232,1.160235947,1.132050824
1.694,4.001691031,7.546061341,9.062005314,3.608780726,2.319763389
1.695,8.172578857,7.318585989,5.964649175,8.980065845,2.985250177
1.696,5.916424664,4.592338867,6.236879643,0.453849235,1.834997612
1.697,0.353889373,8.829725549,8.770054746,3.063539421,0.206990398
1.698,9.117499572,2.462484576,2.481256729,6.283085757,2.485796929
1.699,7.740831512,1.199142261,3.215799279,4.389312677,0.908605004
1.7,9.876154294,2.437477837,2.095556322,8.158229845,6.55078632
1.701,0.246840183,3.98346589,6.244729704,8.353231604,6.075473771
1.702,6.382254884,2.544376316,3.637431162,5.456716808,9.434633826
1.703,0.29931165,9.874678692,6.076049631,3.61031109,8.607515053
1.704,0.876728029,0.375495111,2.321066437,9.352991912,9.561029967
1.705,2.526533214,8.727622143,5.113630986,7.967350303,6.421290769
1.706,7.244155977,4.417296345,4.619417684,3.881032318,9.595788265
1.707,7.391265869,1.883895394,9.991651185,7.121522502,5.425314538
1.708,4.16045546,9.130703075,8.481858099,7.787373674,0.529625748
1.709,6.328176355,4.404395147,7.910339672,6.853089939,9.041310049
1.71,5.230234921,5.542636287,5.098157882,4.776511947,4.586484547
1.711,3.074110744,2.743494192,3.24559033,2.610856334,5.9587226
1.712,8.308738538,4.799629687,2.552427219,6.553666942,5.245143265
1.713,7.399520087,8.683569896,8.998744727,1.655591383,9.115038163
1.714,2.047445552,6.825826223,1.781053164,0.921991047,9.126916794
1.715,6.439540192,3.087530896,0.361213387,4.961894245,3.467896735
1.716,6.866623075,6.37363821,0.773717232,0.206384063,8.190789346
1.717,6.584972026,2.029312601,8.775778908,3.137559445,2.38641323
1.718,7.788506526,3.41072629,9.620655985,9.113023137,0.137947491
1.719,3.253275525,5.215610905,7.990243357,8.064438908,8.486283953
1.72,7.383233064,2.574818803,0.2191614,7.327823999,6.115222095
1.721,0.417177315,2.353886184,5.520020744,2.335699246,2.878317397
1.722,0.02006919,2.552504196,5.397725091,0.387127998,9.359168218
1.723,9.621873495,5.889131957,8.396574006,3.046837515,0.361861511
1.724,3.219647484,6.984501803,4.543261321,0.267062883,9.55825688
1.725,0.170719735,9.322917182,1.18371131,4.146548049,1.05563314
1.726,3.557985765,5.674278594,6.9639823,6.898808578,0.174193914
1.727,2.705167693,3.873611648,0.230744981,0.343877573,7.37983584
1.728,5.152139549,6.094572139,5.055791204,2.805074567,3.72027362
1.729,0.677353203,2.023119746,3.450470901,3.843460978,3.496236318
1.73,9.168806596,8.120147838,3.566564693,6.267454886,3.492729383
1.731,5.116492795,7.229705846,6.414103976,3.413600569,6.386071478
1.732,8.411248334,9.274296798,5.121770988,2.622304727,5.197652847
1.733,6.696654931,8.704327734,9.3055046,0.84463644,0.860737607
1.734,4.337832838,2.115274252,6.550764183,6.489254835,3.375991464
1.735,6.34663682,4.409183713,7.93009509,1.569161145,8.083599802
1.736,9.265797399,5.492488688,3.033428159,1.483254653,7.405601229
1.737,9.933524257,0.028627786,9.901673479,9.909740992,2.864654074
1.738,8.599385285,8.143929438,2.208540455,5.689931758,3.06875011
1.739,1.53695296,6.127464673,1.576380241,0.247351851,4.037727756
1.74,5.499375734,9.601437306,5.420838309,1.033052519,4.492660267
1.741,2.60736459,1.106290199,9.925674799,7.096977858,4.492633699
1.742,1.987891155,6.794630282,5.308917416,8.061162532,2.693961232
1.743,7.344410529,9.798570265,2.431956177,4.274144204,7.371311565
1.744,1.141409366,9.927199607,6.454195848,3.287970945,3.704826428
1.745,0.091580728,2.111187837,9.169626999,2.607188731,3.203742046
1.746,8.917217278,5.826552804,3.338300068,4.966036591,2.585394339
1.747,5.818397965,3.588317393,2.513116756,1.173649407,0.140472217
1.748,1.767624487,4.130873376,1.731352768,8.495940515,8.840088401
1.749,7.024585328,0.225019646,7.347985171,2.934948057,3.153543846
1.75,9.002012626,2.899636805,2.248536284,4.325487799,5.332750633
1.751,1.623650737,1.1235091,5.065864694,3.474491142,4.933198204
1.752,5.957643103,1.977222148,8.152073903,0.63340358,0.388457575
1.753,4.677462482,6.010020518,3.176377842,0.574567546,3.509216764
1.754,1.963715086,5.007835711,3.809748801,1.007953201,2.967686413
1.755,6.480982515,5.556554048,7.608137831,4.895475211,3.66476856
1.756,6.995880015,0.712772734,0.342488105,4.46426344,1.492606674
1.757,9.862027318,9.740722844,0.2592202,6.174209227,1.565437373
1.758,2.372563703,1.022940668,9.736057386,6.035176021,0.517133372
1.759,4.913691314,5.555022073,4.143741247,7.619425201,0.291139298
1.76,0.961747912,9.79885227,0.178214151,8.098445004,6.336968785
1.761,5.264557454,3.396871738,3.547268687,8.234268562,2.421370211
1.762,2.994455695,9.220557994,1.732948245,1.884886622,3.395063845
1.763,7.578461883,3.885553662,7.757803227,9.824257929,1.522931949
1.764,0.553732356,9.362067881,8.498784896,2.165434438,5.599193632
1.765,7.839794283,2.649762775,2.854185119,9.157428176,5.051299993
1.766,8.684605788,2.597983532,3.329999339,0.341058617,9.082219945
1.767,8.830467049,9.061635967,1.149786475,9.493983607,9.209641687
1.768,6.839173332,0.210821168,5.247466724,4.745179436,8.867548549
1.769,5.461669894,3.338406594,8.068422645,5.287018446,4.27830432
1.77,7.395546759,6.42059512,4.393688882,9.010104228,3.263609541
1.771,4.564652136,6.721741933,9.648143571,5.312247322,8.642324223
1.772,5.496038913,5.12138267,9.893237271,2.417545717,5.714104656
